x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
1.0749696846609007,1.074950010014806,1.0749302995884076,1.074910575007085,1.0748908768353251,1.0748711518844694,1.0748514532455367,1.0748317307720805,1.0748120672039683,1.0747923173566625,1.074772568146361,1.074752873760498,1.0747331699484848,1.074713434135051,1.0746937106637533,1.0746739515314097,1.0746542253129938,1.0746344799070675,1.0746147701555688,1.074595045262466,1.0745753249490326,1.074555592159128,1.0745358653310637,1.0745161533115222,1.0744964446977834,1.074476709906384,1.0744569710834482,1.0744372595225915,1.0744175093164978,1.0743977524579325,1.0743780405839898,1.0743582576207817,1.0743385176381663,1.0743187695131258,1.0742990323079804,1.0742792830674508,1.0742595604109586,1.0742398086557403,1.0742200560655302,1.0742002839669778,1.0741805456513884,1.0741608077324087,1.0741418083425962,1.0741414707082273,1.074141480958946,1.07414149304913,1.0741414994392164,1.0741414722134046,1.0741414820688668,1.0741414898544606,1.0741414936877403,1.0741415043681417,1.0741415034572181,1.0741415048814154,1.0741415201087139,1.0741415077144758,1.0741415212288719,1.0741415182473055,1.0741415270226593,1.074141493626812
1.076628711489788,1.0765841870127157,1.0765397235843939,1.076495248483678,1.0764507486579815,1.076406144449909,1.0763615715940804,1.0763169617422699,1.0762724747983488,1.0762278948746182,1.0761834179621774,1.0761388614681935,1.0760942999327372,1.0760497308292394,1.0760050438136117,1.0759605302981703,1.0759160264058922,1.0758714674758478,1.0758268986239161,1.075782189141502,1.075737611914854,1.075693005260874,1.0756484253205003,1.075603907850049,1.0755593499360299,1.0755147862873864,1.0754701949311267,1.0754255144921734,1.0753810689981613,1.0753363792785702,1.0752916844316955,1.0752470235264717,1.0752023025585857,1.075157690260921,1.0751130931812674,1.07506838289244,1.0750236296234335,1.0749788259960449,1.0749342374576185,1.0748894655149095,1.074844871106246,1.0748001371112659,1.0747574263973911,1.0747564659838182,1.0747564867533306,1.0747564818845368,1.0747564780473349,1.0747564578208668,1.0747565490105084,1.0747565460348447,1.0747565287567162,1.0747564994539454,1.0747564962673903,1.0747565116940303,1.0747565534344745,1.0747565241510648,1.0747564933533618,1.0747564633090265,1.0747564795128288,1.074756483288176
1.0588328776538123,1.0588080295141977,1.058783219441428,1.0587583666607059,1.0587335765207637,1.058708730266728,1.0586839268564363,1.0586591257690996,1.0586343123145956,1.0586094129459258,1.0585845761824502,1.0585597776349236,1.0585349873151666,1.0585100651398869,1.0584851567759042,1.0584603010908649,1.0584354773653113,1.0584106264723467,1.058385774749306,1.0583608962940734,1.0583360652112925,1.0583112029470465,1.0582864356103212,1.0582615839169824,1.0582367055497073,1.0582117898284586,1.0581868859071895,1.0581619695718538,1.0581371037341014,1.0581121866620864,1.058087340655082,1.058062446678675,1.0580376158256313,1.0580127520298663,1.057987931133898,1.0579630361280379,1.0579381724059067,1.0579133050221357,1.057888479029206,1.0578636529473593,1.0578388056558918,1.0578139012652823,1.0577901112917547,1.0577897707754191,1.0577897828188458,1.0577897904713685,1.0577897925167,1.0577897797592088,1.0577898037289484,1.0577898021934098,1.0577897989329117,1.057789806091549,1.0577897788308805,1.0577897853139604,1.0577897979448199,1.0577898258174454,1.0577898063941233,1.0577898258656535,1.057789789837927,1.0577897961409894
1.0749700018961494,1.074950530025351,1.0749310264946752,1.0749115086691505,1.0748920140345064,1.0748724920087744,1.0748530000806855,1.0748334844117304,1.0748140281441432,1.07479448666475,1.0747749456028457,1.0747554563889963,1.0747359652212802,1.0747164364133175,1.074696921713289,1.0746773733849757,1.0746578514512437,1.0746383161883044,1.0746188085852675,1.0745992911414737,1.07457977419019,1.0745602467484365,1.074540725315401,1.0745212170187013,1.0745017106345274,1.0744821844743448,1.0744626559162744,1.0744431472352534,1.074423601182399,1.074404045884888,1.0743845366228955,1.0743649644348154,1.0743454287898624,1.074325890481621,1.074306361812113,1.0742868177983584,1.074267294910013,1.074247748744485,1.074228203312753,1.074208635830241,1.0741891032975461,1.0741695743658204,1.0741507834425643,1.074150449987898,1.074150460441129,1.0741504709145018,1.074150479445281,1.0741504510544648,1.0741504608012775,1.0741504685552044,1.0741504717723873,1.0741504822314125,1.0741504817513878,1.0741504833429685,1.074150498479132,1.0741504882190767,1.074150500082011,1.0741504992459026,1.0741505085033087,1.0741504748981414
1.0766305254993724,1.0765871783553966,1.0765438944109493,1.076500596789566,1.076457275614775,1.076413858407963,1.076370456762014,1.076327036247637,1.076283730107773,1.0762403332889376,1.076197037311915,1.0761536521600894,1.0761102666758167,1.076066880150389,1.0760233744393182,1.0759800438383937,1.0759367192911715,1.0758933333177159,1.0758499378003152,1.0758064149561355,1.0757630174116268,1.075719594728345,1.0756761932324144,1.0756328500752008,1.0755894756316566,1.0755460829719317,1.075502674624511,1.0754591784863596,1.0754159043584552,1.0753723986008585,1.0753288901184712,1.0752854159281653,1.0752418840421416,1.075198449853364,1.0751550324814068,1.075111503312203,1.075067931409319,1.0750243246988174,1.0749809230252156,1.0749373442743104,1.0748939332368905,1.0748503895615498,1.074808805152242,1.0748078596831792,1.074807879062974,1.0748078722201633,1.0748078673920929,1.0748078494351938,1.0748079371698127,1.0748079341223458,1.074807919871829,1.0748078931921505,1.0748078932396494,1.074807909698168,1.074807947872195,1.0748079154081693,1.0748078871740676,1.074807863973739,1.0748078820454146,1.074807884337085
1.0572116883097469,1.0572009058415206,1.0571901261753374,1.0571793459302425,1.0571685646034157,1.0571577807413668,1.05714700288159,1.057136232216787,1.0571254609699534,1.0571146587985065,1.0571038751619861,1.05709308742162,1.057082306040198,1.0570715178697587,1.057060730751583,1.0570499397863884,1.0570391510433388,1.0570283672239476,1.0570175934719772,1.0570068019366354,1.0569960128222524,1.0569852254539154,1.0569744509994432,1.056963669385054,1.0569528955270937,1.0569421052087835,1.0569313115881909,1.0569205013537957,1.0569097227734094,1.0568989171103107,1.0568881131403236,1.0568773008714203,1.0568665011706022,1.056855710155863,1.0568449220040181,1.0568341221095403,1.056823307060492,1.05681250022069,1.0568017137961827,1.0567908972277253,1.0567801145561613,1.056769300132121,1.056759001155717,1.0567588057714314,1.0567588138473027,1.0567588136629888,1.056758810778482,1.0567588079596315,1.0567588175670402,1.056758813616138,1.0567588109387465,1.056758812222005,1.0567588130251409,1.0567588079651562,1.056758811739933,1.0567588171656943,1.0567588110445767,1.056758810106949,1.0567588133917976,1.0567588160080383
1.0517879117652515,1.0517811916287032,1.051774455742332,1.051767726404949,1.0517609989328989,1.0517542853497963,1.0517475697797536,1.0517408406692301,1.0517341154844675,1.0517273862405843,1.051720658713354,1.0517139450455586,1.0517072149658644,1.0517004841764843,1.051693760770656,1.0516870448453601,1.0516803323193773,1.051673608668222,1.0516668979830976,1.051660182548213,1.0516534475169144,1.0516467100011992,1.0516399797619875,1.0516332479562296,1.0516265200191948,1.0516197982915525,1.05161307907903,1.0516063510980074,1.0515996241972922,1.0515928909069934,1.0515861607294659,1.051579422132849,1.0515726852022769,1.0515659591159632,1.0515592266338611,1.0515525046010046,1.0515457821216947,1.0515390494259556,1.0515323084739938,1.051525578424299,1.0515188505365434,1.051512114672548,1.0515056735887773,1.05150554115066,1.0515055418696684,1.0515055402916889,1.0515055431065647,1.051505539883847,1.051505544208944,1.051505548052603,1.051505549175081,1.0515055493982206,1.0515055604977386,1.051505567372973,1.0515055721578408,1.0515055723572315,1.0515055695490452,1.0515055724202271,1.0515055725925964,1.0515055745739337
1.0749685022987796,1.074948055185303,1.0749275757874313,1.0749070806483885,1.074886610800187,1.0748661129346964,1.0748456484636946,1.0748251579567762,1.0748047348801368,1.0747842137970303,1.074763697093821,1.0747432350246056,1.0747227705286049,1.0747022662723549,1.0746817753234483,1.074661251039283,1.0746407515780456,1.0746202416624038,1.0745997590428429,1.0745792690220108,1.074558777487649,1.07453827623177,1.0745177811273794,1.0744972956182743,1.074476816418771,1.0744563157652856,1.0744358139798904,1.0744153293746395,1.0743948040936384,1.0743742657354234,1.0743537799922303,1.0743332296222288,1.074312715752246,1.0742921997279724,1.074271700350816,1.0742511791118856,1.0742306780762598,1.0742101522805245,1.0741896332896108,1.0741690847110343,1.0741485753880373,1.074128076090518,1.0741083327103693,1.0741079756286678,1.0741079870411203,1.0741079998302197,1.074108011215122,1.0741079800214937,1.0741079916108096,1.0741080003610544,1.0741080039604967,1.0741080137314296,1.0741080130900913,1.0741080135927896,1.0741080304618895,1.0741080201426185,1.0741080320147574,1.074108030549076,1.0741080407737422,1.0741080046551874
1.0555646822782334,1.0555511752674787,1.0555376610473932,1.0555241023170399,1.055510577636098,1.055497041881097,1.055483535564767,1.0554700409863185,1.0554565112047412,1.0554429941011874,1.0554294634993409,1.0554159359197763,1.0554023848706087,1.0553888510737255,1.0553753198049687,1.0553617660028094,1.05534822150499,1.055334680585838,1.055321128027326,1.0553075740511517,1.0552940203182313,1.055280491868541,1.0552669126485241,1.0552533672940412,1.0552398490982469,1.0552263150388141,1.0552127520586838,1.0551992213958452,1.0551857135134124,1.0551721566768177,1.0551585990786967,1.0551450635981088,1.0551315162259696,1.055117967746946,1.0551043841960337,1.055090841372892,1.0550772605597023,1.0550636991650821,1.0550501612572833,1.0550365693397206,1.0550229925492713,1.0550094313129197,1.0549965808946176,1.0549963769512392,1.0549963760522114,1.0549963644851408,1.0549963692820135,1.054996360557787,1.054996373402069,1.0549963779109555,1.0549963796812483,1.0549963796201276,1.0549963950348868,1.0549963979309562,1.0549964223221262,1.0549964318620462,1.054996412872327,1.0549964061716577,1.0549964393008722,1.0549964277677166
1.1287094033317953,1.1286830716824803,1.128656662437878,1.12863025375249,1.1286038846856414,1.1285774719424297,1.1285510919449113,1.1285246841301944,1.12849834587483,1.1284718922409227,1.1284454489678826,1.1284190809514933,1.1283926864538534,1.1283662444105684,1.128339824365075,1.1283133510076384,1.1282869453388447,1.1282605122557197,1.1282341236495668,1.1282076997633426,1.1281813078414613,1.1281548799246537,1.1281284634617272,1.1281020667300288,1.1280756856405714,1.1280492628380434,1.1280228293183603,1.1279964530708042,1.1279700095786134,1.1279435624559213,1.12791719183597,1.127890694715693,1.1278642748464267,1.1278378269895868,1.1278113865250263,1.1277849478317898,1.1277585646073183,1.12773211942512,1.1277056802706777,1.1276791942172206,1.1276527678524988,1.1276263215324012,1.1276008697244113,1.1276003971675181,1.1276004074554984,1.1276004287206691,1.1276004359192175,1.1276004050274182,1.1276004198027236,1.1276004288975314,1.1276004312077035,1.1276004445119758,1.1276004442021792,1.1276004457775726,1.1276004708069534,1.1276004518165843,1.1276004733163394,1.1276004675993865,1.1276004825086972,1.1276004392530083
