Vns_min1,Vns_min5,Vns_min10,Vns_min15,Vns_min20,Vns_min25,Vns_min30,Vns_min35,Vns_min40,Vns_min45,Vns_min50,Vns_min55,Vns_min60
1.0479465940743367,1.0478666642920254,1.0477665815844464,1.0476665178405413,1.0475664020071607,1.047466352072015,1.047366199376797,1.0472660118829134,1.0471657797148193,1.0471060641625372,1.0471060331296866,1.0471060377209647,1.0471060806103505
1.0497671487592974,1.049590372805013,1.049369335886558,1.0491479441386304,1.0489267683334118,1.048705439510868,1.048483962268162,1.0482623148887438,1.04804053912293,1.0479081426170906,1.0479082439104084,1.0479081688023295,1.0479082427727502
1.0550842350166847,1.0549837665346142,1.054857984156179,1.0547323217808608,1.0546066056760617,1.054480688941886,1.0543549285150158,1.0542290100733958,1.054103146719319,1.054028051492373,1.0540281431687397,1.0540280978969865,1.0540281291209315
1.0479721530307413,1.0478930736585892,1.047794050577469,1.0476950401200376,1.047595974530374,1.0474969892812935,1.0473979010306589,1.0472987606378727,1.047199594068984,1.0471405204240372,1.0471404945154048,1.0471404983253916,1.0471405381533856
1.0497690091866976,1.0495970731547561,1.049382100533783,1.0491667643495841,1.0489516325724852,1.0487363641875627,1.0485209577667038,1.0483053683540517,1.048089665766258,1.047960901120921,1.0479610078323955,1.0479609371226062,1.0479609920870239
1.045957083489676,1.045913898961007,1.045859856410889,1.045805771657511,1.045751718561478,1.0456975997515792,1.0456434874992317,1.0455893747372365,1.0455352311974073,1.045503019281221,1.045503025160147,1.0455030257257611,1.0455030155070717
1.0442355443408458,1.0442085975495952,1.0441748872085383,1.0441411439504473,1.0441074200896479,1.0440736984662615,1.044039950701726,1.044006183389409,1.0439724350109805,1.0439523834575217,1.0439523614416837,1.043952350765612,1.0439523546200062
1.0480210818192266,1.047937999070155,1.0478339671713874,1.0477299379034002,1.0476258603716944,1.0475218740218075,1.0474177757052523,1.0473136201081907,1.0472094386125514,1.0471473856099982,1.0471473595675322,1.0471473625457015,1.047147408129332
1.0457186734317903,1.0456643932109666,1.0455964999673162,1.045528524996354,1.0454605717597867,1.0453926497276702,1.04532468516546,1.0452566478387992,1.0451886197487599,1.0451481508708453,1.0451481141641799,1.0451481183662887,1.0451481176560933
1.0479378047971182,1.047835016748158,1.0477063112710148,1.0475776647686958,1.0474489633047595,1.047320315516333,1.047191558630834,1.0470627770889978,1.0469338902911258,1.0468570654034974,1.0468570118668483,1.0468570307080778,1.0468571078477509
1.0497662923723352,1.0495872894102032,1.0493634589988186,1.0491392836359703,1.0489153309308519,1.0486912118444431,1.0484669295262068,1.0482424894862958,1.0480179244075438,1.0478838494505356,1.0478839497056698,1.0478838725036506,1.047883954385324
1.0479379822897228,1.0478356615376343,1.047707535526556,1.0475794694275977,1.0474513428317145,1.0473232772390562,1.047195103797028,1.04706689210612,1.0469385835244482,1.0468620962826598,1.04686204458261,1.0468620624709022,1.0468621381731547
1.05009513135773,1.0499520289951472,1.0497731024042374,1.0495938373645168,1.04941469193287,1.049235466591017,1.0490560847676007,1.048876598188392,1.0486970322178868,1.0485899775185614,1.0485900356379092,1.0485900065954998,1.0485900461504367
1.0657058799854138,1.0655978156148687,1.06546256997078,1.0653273469753168,1.0651919866750479,1.0650567163995577,1.0649213436741827,1.0647859746671624,1.064650565033355,1.0645700562166611,1.0645700130066438,1.0645700712248776,1.0645700466639978
1.0479461503463217,1.04786506846803,1.0477635481060141,1.0476620456837757,1.047560488596637,1.0474589992324197,1.0473574025442287,1.0472557692631412,1.0471540914185262,1.0470935040371279,1.0470934715135474,1.0470934734492656,1.0470935150573053
1.047941446749182,1.0478481320949882,1.0477312864970512,1.047614485806299,1.0474976262977826,1.0473808296781417,1.047263921857688,1.047146983106175,1.0470299662853297,1.0469602350569265,1.0469601909983355,1.0469602041980397,1.046960266986547
1.0438865491990563,1.0438630922834253,1.0438337762094574,1.0438044203467807,1.043775071577397,1.0437457227464289,1.0437163946492423,1.0436870579537745,1.0436577170154366,1.0436402537499139,1.043640235470545,1.0436402398197029,1.0436402253258805
1.0507932154107376,1.050696429176963,1.0505753078537856,1.050454231543653,1.0503330540431912,1.0502117656838796,1.0500906197724962,1.0499693319484358,1.0498480780253807,1.0497757993551033,1.04977588182653,1.049775846562625,1.0497758674522897
1.0479381302002608,1.04783619179113,1.047708546456667,1.047580958355592,1.0474533116195648,1.0473257258387945,1.0471980318181529,1.047070302219461,1.046942476112907,1.0468662829705746,1.0468662312650752,1.046866249692926,1.0468663257047615
1.057468796533168,1.0573666785528564,1.057238760823056,1.05711088333035,1.0569829461189204,1.056855068325271,1.0567271109482397,1.056599098913568,1.0564710754625086,1.0563949786462503,1.0563949217744641,1.0563949875390723,1.0563949457621078
1.0463034947519656,1.0462247680875476,1.046126178405514,1.0460275810759416,1.0459289626323902,1.0458303361574823,1.0457316584811152,1.0456329394808817,1.0455342661636913,1.0454754272342854,1.04547546990093,1.045475427999682,1.045475402426536
1.057342340033458,1.0572413753814884,1.0571149011243766,1.056988472455632,1.0568619852595245,1.056735552019013,1.056609038939309,1.0564824741264116,1.0563558975541933,1.056280657101987,1.056280602417368,1.0562806692800881,1.0562806316770637
1.0469730779727269,1.0469037805790387,1.046817129967855,1.046730339888957,1.0466435843143798,1.0465567873319426,1.0464699476640211,1.046383039682694,1.0462960952117784,1.046244285186536,1.0462443092424456,1.046244295008555,1.0462442952387498
1.045721193247469,1.0456734524801092,1.0456137718024303,1.045553988048864,1.045494254586069,1.0454345131885925,1.045374702691652,1.0453148915842012,1.0452550268150387,1.0452193508693735,1.0452193344441396,1.0452193432956076,1.0452193307384121
1.0500969912117797,1.049958718386198,1.0497858305863972,1.0496126251204112,1.0494395323495325,1.049266360820618,1.0490930531500753,1.0489196292487062,1.048746128182871,1.0486426983801054,1.048642760678287,1.0486427316469726,1.0486427608550237
1.0482318686476768,1.0481391494432695,1.0480230622794264,1.0479069552497429,1.0477908223752812,1.0476747987794213,1.0475586446976912,1.0474424141102658,1.0473261616528478,1.0472569535393839,1.0472569297579915,1.0472569384725963,1.047256991215061
1.0448423302580252,1.0446939051882285,1.0445083294787512,1.0443223927519751,1.0441365786341186,1.0439506771698444,1.0437646005597294,1.0435784319220656,1.0433921866190754,1.0432811318647375,1.043281186218533,1.043281158298821,1.0432812040518138
1.0481063818586105,1.0480154435754707,1.047901588860974,1.0477877217217084,1.0476738187528172,1.047560030379462,1.0474461089629656,1.0473321095627202,1.0472180972393097,1.0471502057650963,1.0471501763504898,1.047150181198144,1.047150236812226
1.0464646177858499,1.0463790617127988,1.0462719312346775,1.0461647519482256,1.0460575788539896,1.0459504602252727,1.0458432693620647,1.0457359783912918,1.045628804567459,1.0455648004200773,1.0455648459815787,1.0455647923269973,1.045564760320168
1.0438874401121152,1.0438663158970805,1.0438398682321615,1.0438134240989048,1.0437869769299435,1.0437605511579269,1.043734094144192,1.0437076191069903,1.043681162161911,1.0436654568461072,1.0436654326219779,1.0436654270437746,1.043665417906037
1.0457226162002697,1.0456785934115524,1.0456235182203177,1.0455683786720489,1.045513244806267,1.0454581291942866,1.0454029778383824,1.0453477670791547,1.0452925669112043,1.0452597013097313,1.0452596868483375,1.045259684776885,1.0452596823263167
1.0481063227039178,1.0480152295845095,1.0479011833292073,1.0477871231562035,1.0476730294133019,1.0475590500358527,1.0474449363497207,1.047330743297794,1.047216538609803,1.04714853211941,1.0471485024895704,1.0471485075782985,1.0471485635915978
1.043889221933206,1.043872719922409,1.0438520753118892,1.0438314164004494,1.043810762952804,1.0437901149553568,1.0437694600014773,1.043748793410516,1.043728138367592,1.0437158621464515,1.0437158511279565,1.0437158484794697,1.0437158446259276
1.0582570963905606,1.0581513605144286,1.0580189805913827,1.0578867374008318,1.057754446594547,1.0576219292858524,1.0574895865409437,1.0573570588298775,1.0572246067616322,1.057145549072503,1.0571456475337817,1.0571455882511251,1.0571456187940442
1.0582566862794558,1.0581498860611986,1.0580161695248276,1.0578825929052669,1.0577489683205255,1.0576151114136365,1.0574814384612008,1.057347574941863,1.0572137859656496,1.057133925399339,1.0571340266988907,1.0571339658002064,1.0571339967111455
1.025366655913842,1.025261579208122,1.0251299369325169,1.0249982800602717,1.024866615889367,1.0247349235684529,1.0246030865857414,1.024471319341998,1.024339579715426,1.02426097792228,1.0242610532616112,1.0242609968830345,1.0242609617362761
1.0457192663309067,1.0456665027910044,1.0456005720411412,1.0455345203985744,1.045468527078637,1.0454025382259557,1.0453364443010444,1.0452703658066889,1.0452042108031623,1.0451647920711744,1.045164768996023,1.0451647847098953,1.0451647644017474
1.0507933629193178,1.0506969635171703,1.050576315949326,1.0504557185357717,1.050335022629142,1.0502142029015316,1.0500935437459584,1.0499727337167932,1.049851961258471,1.0497799889587716,1.0497800699912425,1.0497800337325807,1.0497800543444364
1.0479072008524606,1.0478092733021684,1.0476868408321849,1.0475641901445378,1.0474416239016828,1.0473189780029952,1.0471962627536269,1.0470734456239703,1.046950583533397,1.046877384383065,1.0468774331615707,1.046877406129681,1.0468774000184828
1.0464647659046409,1.0463795955694142,1.0462729473466093,1.0461662518653305,1.0460595612830281,1.045952923003744,1.0458462136059672,1.0457394052940079,1.0456327118307747,1.0455689947185012,1.045569040492523,1.045568986708332,1.0455689552293599
1.049772464267955,1.0496095248285549,1.0494057952996625,1.0492017036003922,1.0489978031030467,1.0487937772360825,1.0485896297027262,1.0483853033697779,1.0481808684397127,1.0480588501356234,1.0480589541437568,1.0480588886938942,1.0480589283134951
1.0438858364748689,1.0438605510276757,1.0438288787234031,1.0437972269870042,1.0437655703340054,1.0437339440479991,1.0437022641973996,1.0436705621685427,1.0436388880870673,1.043620091048869,1.0436200522173789,1.0436200461499525,1.0436200333360799
1.0464644104195515,1.0463783165310356,1.046270512739859,1.046162658610291,1.0460548062069892,1.0459470137905724,1.045839146273363,1.0457311825906366,1.0456233304967166,1.045558923758187,1.045558973993394,1.0455589212441159,1.045558887125589
1.0722665256358503,1.0721535510248896,1.0720121757679275,1.071870839669574,1.0717293450333847,1.0715879225932106,1.0714464119426967,1.0713049167433555,1.0711633545717514,1.0710792004574345,1.0710791637521562,1.0710792171278392,1.0710791949017202
1.0582568327477029,1.058150412070961,1.0580171727879844,1.0578840710698934,1.0577509232553506,1.0576175445498817,1.0574843481716962,1.057350961803114,1.0572176508865185,1.0571380771958683,1.057138176855306,1.0571381166408425,1.057138147313344
1.0448418852116603,1.044692305175104,1.0445052836546638,1.0443179051388083,1.044130646857198,1.0439432964070698,1.043755767007316,1.0435681438666364,1.0433804456205715,1.0432685226495242,1.0432685790980392,1.0432685547418288,1.043268600952362
1.0479335449487477,1.0478196880596948,1.0476771102816982,1.047534580669728,1.0473919929972437,1.0472494736364708,1.047106886573454,1.046964250563375,1.046821455273629,1.0467363382057469,1.046736263076317,1.0467363007929482,1.0467364132443489
1.0463036725218238,1.0462254071119343,1.0461273945823617,1.0460293731368908,1.045931330848211,1.0458332842623814,1.0457351824417354,1.0456370438146743,1.045538948742651,1.0454804565939546,1.0454804987773525,1.0454804574998056,1.0454804322312572
1.0598043523207266,1.059708548711101,1.0595886140504351,1.0594687139405157,1.0593487077651307,1.0592287775668932,1.0591087606595606,1.0589887066599244,1.058868648275578,1.0587972547587718,1.0587972196021262,1.0587972797378087,1.0587972566519477
1.0457192663309087,1.0456665515545902,1.0456006106157134,1.0455345691994016,1.0454685087722984,1.0454024671648314,1.0453364355813086,1.0452703880775076,1.0452042592858626,1.0451649573949935,1.0451649472446345,1.0451649291736844,1.0451649079727203
1.04635423342628,1.046276420554081,1.046178984447167,1.046081526462572,1.0459840495428883,1.0458865934551251,1.0457890860631796,1.0456915170468417,1.045594015117846,1.045535832149967,1.045535873886199,1.0455358283631768,1.0455358018862408
1.0464643215482847,1.0463780032596925,1.0462699025484574,1.0461617626520525,1.0460536289193623,1.045945548008346,1.045837399153045,1.0457291430416142,1.0456210022151107,1.0455564105675854,1.0455564561530615,1.0455563980090157,1.0455563711564804
