Vns_min1,Vns_min5,Vns_min10,Vns_min15,Vns_min20,Vns_min25,Vns_min30,Vns_min35,Vns_min40,Vns_min45,Vns_min50,Vns_min55,Vns_min60
1.0723690708071292,1.072255032992903,1.072112330681373,1.071969664306269,1.0718268353322484,1.0716840767560507,1.0715412326900358,1.0713984111777635,1.0712555167909206,1.0711705713175415,1.0711705380718723,1.0711705899514694,1.0711705697082459
1.0479720347061727,1.0478926466106542,1.0477932413689623,1.0476938507373623,1.047594401220399,1.0474950282997255,1.0473955514474504,1.0472960290278386,1.0471964803877325,1.0471371794972966,1.0471371538163876,1.047137157187577,1.0471371953908344
1.0478358684312798,1.0477960792064103,1.0477462603804482,1.0476964470741919,1.0476465928108938,1.0475967633733938,1.0475468981717293,1.0474970137621284,1.047447119304014,1.0474174263392058,1.0474174051516059,1.0474174171833783,1.0474174188449807
1.0475951553293077,1.0475050198737128,1.047392337671095,1.047279484816434,1.0471666507103248,1.0470537547926793,1.046940839832448,1.0468278308616903,1.046714761401521,1.0466473680941855,1.0466473952141615,1.046647377884409,1.0466473762639898
1.048332506486101,1.048239007122646,1.0481219470770893,1.0480048593920912,1.0478877526157675,1.0477707529586802,1.0476536253970539,1.0475364220749235,1.047419191010782,1.047349410134583,1.04734938642929,1.0473493962277376,1.047349449045682
1.0481067367867867,1.0480167249915802,1.047904024014303,1.0477913113602861,1.0476785584783854,1.047565917577089,1.0474531502866136,1.0473403129062873,1.0472274554617067,1.0471602475159685,1.0471602198267493,1.0471602232033446,1.0471602765307868
1.046192973606501,1.0461543277483376,1.0461059619638169,1.046057589508135,1.0460092074022032,1.0459608033943117,1.0459124019156278,1.0458639649349861,1.0458155413932115,1.0457866753304086,1.0457866883615763,1.0457866781562812,1.045786680319326
1.0457260846550391,1.04569106528991,1.0456472660884033,1.0456034064184487,1.045559561215094,1.0455157016884984,1.0454718219132513,1.045427912599532,1.0453839902913138,1.0453578302236055,1.045357830927321,1.0453578285049745,1.0453578256923224
1.0478364009611338,1.0477979878004031,1.0477498982785314,1.047701812376901,1.0476536878298852,1.0476055943082991,1.0475574607304075,1.0475093067488628,1.0474611453577056,1.0474324864483615,1.0474324723097361,1.047432482659363,1.0474324861479745
1.0457242170251455,1.0456843492728998,1.0456344785373917,1.0455845468885725,1.0455346229448996,1.0454847042486222,1.0454347532678525,1.0453847543110664,1.0453347588343256,1.0453049871107005,1.0453049800640863,1.045304978191829,1.0453049760056132
1.0479073191839596,1.0478097001870028,1.047687651020431,1.047565385713643,1.0474432012521215,1.0473209410857733,1.0471986159181985,1.0470761836399263,1.0469537106964542,1.0468807341192294,1.0468807830076323,1.0468807551865673,1.046880751577507
1.0438834310113505,1.0438518544136834,1.0438124194719696,1.0437728950683365,1.043733393096393,1.0436938899526995,1.0436544513668267,1.043615002758984,1.0435755296935731,1.043552038055912,1.0435520044421498,1.0435520229515913,1.0435519969098956
1.049772464267955,1.049609527400535,1.0494058000001176,1.0492017077066371,1.0489978158246844,1.048793792143157,1.0485896431619215,1.0483853167165822,1.0481808858188097,1.0480588674164668,1.048058966244733,1.0480589025841691,1.04805893953186
1.0479482211011564,1.0478725210594322,1.0477777342155157,1.0476829606966198,1.0475881359580035,1.0474933780139215,1.0473985237685586,1.0473036303965897,1.0472087018578935,1.04715215429554,1.0471521270121567,1.0471521321363175,1.0471521702155666
1.0459548606249787,1.0459058985093261,1.0458446282799418,1.0457833025081615,1.0457220209779863,1.045660634882852,1.045599264222162,1.045537936256168,1.0454765384142624,1.0454400518210114,1.045440055154791,1.0454400641918151,1.0454400459008741
1.0438859255589112,1.0438608467517183,1.0438294731281734,1.0437980724389697,1.0437666848055303,1.043735313240946,1.0437039455589239,1.0436725497468926,1.043641189289628,1.043622543948086,1.0436225418377,1.0436225370456844,1.0436225372438093
1.0438856285960314,1.0438598031554815,1.0438274518133606,1.0437951233197849,1.0437627919137105,1.043730491469231,1.0436981345594403,1.0436657553992743,1.0436334037320592,1.043614206894867,1.0436141668911842,1.0436141614302226,1.0436141478991825
1.0014179194300523,1.0014010588550477,1.0013799506252725,1.0013588427508193,1.001337717689658,1.0013166062607308,1.0012954713026287,1.0012743265805188,1.001253180801013,1.001240595853972,1.001240587574341,1.001240593652198,1.0012405957014505
1.0497814301439252,1.0496418121067252,1.049467237401274,1.0492923556492664,1.0491175931899628,1.0489427494096597,1.0487677561342994,1.0485926599151105,1.0484174861059041,1.0483130212949885,1.0483130901061453,1.0483130570403727,1.0483130855553366
1.0514569910686027,1.0513690484586602,1.0512589708079318,1.0511489719714995,1.0510388984099468,1.050928678135749,1.0508185717016691,1.0507083789776093,1.0505982122135755,1.05053252608371,1.05053259183313,1.0505325600217283,1.0505325859518966
1.04603621727837,1.0459958568457737,1.0459453442463638,1.0458948059905715,1.0458442838386917,1.0457937145146492,1.045743145315581,1.0456925621844,1.0456419674342756,1.0456118409381152,1.0456118486171395,1.045611845404541,1.0456118403795098
1.047835572581391,1.0477950231558641,1.0477442479466457,1.0476934775452185,1.0476426580349654,1.0475918626224534,1.047541031850534,1.047490185881976,1.0474393299244578,1.0474090613512659,1.047409035006786,1.047409047769937,1.047409048986714
1.0478356613363553,1.0477953403519304,1.0477448510964629,1.0476943672916275,1.0476438376572796,1.047593331825425,1.0475427922966976,1.0474922335463674,1.0474416658902905,1.0474115688739702,1.0474115441645673,1.0474115574962517,1.047411558580591
1.0438834310071217,1.0438518507969021,1.0438123540284237,1.0437728209088748,1.0437333107427438,1.0436938254279031,1.043654348503613,1.043614843658577,1.0435753813941082,1.0435519314834485,1.0435519346190996,1.043551926864355,1.0435519327874854
1.0497690682490834,1.0495972824496307,1.049382508357443,1.0491673664487648,1.048952426040797,1.0487373559465065,1.0485221449203515,1.0483067500190362,1.0480912409147831,1.0479625807272845,1.0479626902587178,1.0479626222579472,1.047962672036445
1.0461932402895182,1.046155289808959,1.0461077864206565,1.0460602818371165,1.0460127723794068,1.0459652322982935,1.0459176946768416,1.0458701282841312,1.0458225733089834,1.0457942320508686,1.0457942455524771,1.0457942340026918,1.0457942337685808
1.0481063227039182,1.0480152405453582,1.0479012016640301,1.047787140109476,1.047673036948675,1.0475590473125216,1.0474449341999088,1.0473307561864231,1.0472165510264402,1.047148532842345,1.0471485019782814,1.047148503751025,1.0471485573602333
1.0571820660058124,1.0570932801906145,1.0569821155123411,1.0568709831286487,1.0567597634659962,1.0566486126549433,1.0565373814391994,1.0564261029392743,1.0563148284001376,1.0562486620408338,1.0562486262853354,1.0562486839604068,1.0562486612894368
1.0479718572193268,1.0478920086372223,1.0477920265369465,1.0476920609298315,1.04759203356426,1.0474920835971548,1.047392028214805,1.04729192792131,1.0471918023989055,1.0471321610704407,1.0471321361032055,1.0471321384217283,1.047132176468096
1.0573419295675428,1.0572399048957144,1.0571120932020948,1.0569843241098362,1.056856505616845,1.0567287364855051,1.0566008822771047,1.0564729789388965,1.056345055856405,1.0562690285460732,1.0562689751736984,1.0562690406432698,1.0562690041044451
1.0457227940711353,1.045679219443022,1.0456247341305984,1.0455701592115947,1.0455156257514173,1.0454610766531087,1.0454064818773408,1.0453518740083059,1.0452972293017293,1.0452646719391419,1.045264659847766,1.0452646640507068,1.0452646563290502
1.0253693164587587,1.0252711413156241,1.0251481497570452,1.025025154063838,1.0249021442935298,1.0247791087764206,1.024655949966656,1.024532829122057,1.0244097364726104,1.0243363133676728,1.0243363787150503,1.0243363318755208,1.0243362979076382
1.0582566862794567,1.0581498881091498,1.0580161759227618,1.0578826015642586,1.057748979389655,1.0576151325226057,1.0574814577479128,1.0573475919032262,1.0572138040232775,1.0571339442098304,1.0571340427653118,1.0571339809015379,1.0571340097260244
1.0479723009364563,1.0478936038313007,1.047795062265272,1.0476965322314644,1.047597948954475,1.0474994426109359,1.047400833771555,1.047302177368993,1.0472034919658775,1.047144706505155,1.047144680216533,1.047144684187499,1.0471447242944154
1.0475963981845617,1.0475095028656736,1.0474008530108856,1.0472920250674616,1.0471832414414632,1.0470744007838881,1.0469655129159956,1.0468565393894464,1.0467475156278157,1.046682541490526,1.0466825749419382,1.0466825551813332,1.0466825564242273
1.0479376864686625,1.047834598349725,1.0477055130904704,1.0475764881059724,1.0474474035682115,1.0473183783546705,1.047189245584918,1.0470600691622456,1.0469307979931175,1.0468537247086027,1.0468536740829268,1.0468536899480496,1.0468537643385518
1.0448420632302011,1.0446929429728704,1.0445065049228803,1.0443196977016844,1.044133015620144,1.0439462428613768,1.0437592974862464,1.0435722622923462,1.0433851497737456,1.0432735752538886,1.0432736267965754,1.0432735948020393,1.043273640384501
1.0438839952508485,1.0438538871661143,1.0438162294200215,1.043778535761174,1.043740861987963,1.0437032113398153,1.043665568672177,1.043627898121654,1.0435902688213117,1.0435678997162787,1.043567900505709,1.0435678939180062,1.0435678986337156
1.0479718868004675,1.0478921206924547,1.0477922321223738,1.0476923577035913,1.0475924250638402,1.0474925785592784,1.0473926244429983,1.0472926132802247,1.0471925831561786,1.0471329847411004,1.0471329601354427,1.04713296364614,1.0471330040079077
1.0479377160507672,1.0478346945503938,1.04770569973926,1.0475767659692785,1.0474477731340865,1.0473188417492965,1.0471897985973562,1.0470607142875519,1.0469315447015362,1.0468545559967704,1.0468545044686766,1.0468545245851952,1.0468546018319969
1.047972153030741,1.0478930719636377,1.0477940503660863,1.0476950420395048,1.0475959777488613,1.0474969900156788,1.047397898883116,1.0472987610051385,1.047199596199046,1.0471405241329945,1.0471404982654433,1.0471405020054785,1.0471405413853725
1.0582569499223045,1.0581508347931512,1.0580179782983326,1.0578852600469342,1.0577524946309143,1.057619502672472,1.0574866831134362,1.0573536779613395,1.0572207500229467,1.057141405334332,1.0571415039626428,1.0571414430674662,1.0571414731395599
1.0572060671664163,1.0571136919334538,1.0569980346001697,1.0568824113738025,1.0567667078211809,1.0566510791228503,1.0565353624619982,1.056419587167148,1.0563038197362369,1.0562349899306995,1.056234945492742,1.05623501116658,1.0562349846031245
1.0479344324159707,1.0478228943946346,1.0476832088243155,1.0475435697176396,1.0474038747514112,1.047264243476865,1.0471245268444858,1.0469847746315724,1.0468448848021423,1.046761497736898,1.046761426267907,1.046761458212183,1.0467615592192612
1.0507968441286326,1.0507095005384377,1.0506001592320986,1.050490895550775,1.050381551905461,1.0502720668833112,1.0501627250178351,1.050053277764418,1.0499438388748525,1.0498785742010803,1.0498786399167943,1.049878611967812,1.0498786399061577
1.0501404152283726,1.0500633250420153,1.0499668216978681,1.0498703783429457,1.0497738817069384,1.0496772588490197,1.0495807392404632,1.0494841267935975,1.0493875324878685,1.0493299392507247,1.049329993490733,1.0493299676866716,1.0493299888719658
1.0573421934384837,1.0572408500732535,1.0571138977900152,1.056986990715917,1.056860028347584,1.0567331187831086,1.056606127863725,1.0564790859574926,1.0563520304182692,1.0562765058716588,1.0562764516681495,1.05627651831013,1.0562764810579508
1.045771152362334,1.0457288468432457,1.045675906214916,1.0456229473571184,1.0455700280720277,1.0455170611514537,1.0454640817825798,1.0454110695933816,1.045358080223584,1.0453265464838934,1.045326545385376,1.045326529740638,1.0453265343515126
1.0479377752149779,1.047834908848852,1.047706107271641,1.0475773660789551,1.047448565268046,1.0473198263027366,1.0471909748002566,1.0470620840705485,1.0469331068517784,1.0468562309177782,1.0468561788045,1.0468561986299159,1.0468562757228645
1.045723268389376,1.0456809274784027,1.0456279822817998,1.0455749511712784,1.045521958505192,1.0454689496411191,1.0454158989841822,1.0453628323471076,1.0453097333928987,1.0452780987734556,1.045278088979363,1.0452780919695681,1.0452780855299921
1.04977273004163,1.0496104806250846,1.0494076159744048,1.0492043908295121,1.0490013564358658,1.0487981966328674,1.0485949099676466,1.0483914483634191,1.0481878847196493,1.04806638870465,1.0480664898235497,1.048066427744687,1.048066465572497
1.046238082754204,1.0461857432743897,1.0461202125730347,1.0460546780965465,1.0459891307194036,1.0459235673752887,1.0458579828726233,1.045792366760348,1.045726775359594,1.045687667980806,1.0456876912194615,1.0456876682937415,1.0456876597234248
1.0481317040049376,1.048040995899515,1.0479274247278887,1.0478138405911048,1.0477002195884824,1.0475867099019807,1.0474730726281642,1.0473593639916525,1.04724563506971,1.0471779125736849,1.0471778858228584,1.047177890330276,1.0471779433198356
1.0573421934384835,1.0572408490782204,1.0571138961867608,1.0569869892003083,1.056860025975223,1.056733113056595,1.0566061235861703,1.056479082832243,1.0563520303355738,1.056276508012025,1.0562764534382465,1.0562765196569717,1.056276481338598
1.0454198130708072,1.045374922113587,1.0453187585438801,1.0452625712576626,1.0452064426174403,1.0451502518527136,1.0450940388391143,1.0450377877458052,1.044981589249128,1.0449481307396207,1.0449481238138962,1.0449481050063212,1.0449481088488433
1.0497669420451676,1.0495896280560706,1.0493679170326062,1.0491458529795408,1.048924007013725,1.0487020042969883,1.0484798508497948,1.0482575299386714,1.0480350806924323,1.0479022784637042,1.0479023794816422,1.0479023039677733,1.0479023802380332
1.0253694676248961,1.0252716836305011,1.0251491823008974,1.0250266772653955,1.0249041584125087,1.0247816146246853,1.0246589489749824,1.024536318658145,1.024413719636762,1.0243405928509866,1.0243406572991602,1.0243406101469015,1.0243405767790454
1.0572310653036647,1.0571377096302927,1.0570208073050573,1.0569039399009081,1.0567869951956237,1.0566701151176168,1.0565531539977253,1.0564361398272264,1.0563191311468543,1.0562495646332666,1.056249521079772,1.0562495841384325,1.0562495561711607
1.0453502510257398,1.045306679694047,1.0452521709388711,1.0451976252865722,1.0451431376724671,1.045088598043062,1.0450340344738758,1.0449794326990518,1.0449248773118258,1.0448924153413446,1.0448924031385411,1.0448923824077505,1.044892390471335
1.0569878625189357,1.0568840033954396,1.0567539762868214,1.0566240794739128,1.0564941328645612,1.0563639681441779,1.056233972513723,1.0561038006290613,1.0559736967456927,1.0558960543081393,1.0558961503759934,1.055896096753703,1.0558961274686476
1.0438825400961291,1.0438486353867336,1.0438062402916042,1.0437638034973244,1.0437213899798008,1.0436790036446297,1.0436366345704136,1.0435942389476012,1.0435518801090469,1.0435267248026523,1.043526731054859,1.0435267216334123,1.0435267313494352
1.0478587057975448,1.0478126811128874,1.0477550605014616,1.0476974435729605,1.0476397844978627,1.047582163462058,1.0475244906570575,1.0474667951987486,1.0474090856489213,1.0473747327988907,1.0473747165423912,1.0473747262949482,1.0473747362120742
1.045719681359016,1.0456680421309896,1.0456034468349495,1.0455387597828578,1.045474053122556,1.0454093607665074,1.0453446736188172,1.045279964023215,1.0452151875501527,1.0451766943157952,1.0451766863907797,1.0451766681429524,1.045176649723067
1.0475961614502012,1.047508650238831,1.0473992314968068,1.0472896353229268,1.047180080100994,1.0470704666104076,1.0469608117693885,1.0468510692437867,1.0467412744499698,1.0466758411398531,1.046675873716551,1.0466758538434928,1.0466758549134343
1.0572062724257587,1.0571144361916194,1.0569994481251952,1.0568844930676005,1.0567694567576271,1.0566544911877342,1.0565394411059499,1.056424337147663,1.056309240373347,1.0562408085817447,1.0562407665696805,1.056240829207146,1.056240802626225
1.044651666786883,1.044613575291191,1.0445659180212132,1.044518216417155,1.0444705491986295,1.0444228736142498,1.0443751608178897,1.0443274181947093,1.04427969193251,1.0442513311027557,1.0442513051505413,1.04425128401844,1.0442513048834017
1.057205979198131,1.0571133728032818,1.0569974294009357,1.0568815188380154,1.0567655293272284,1.056649614660568,1.0565336117155817,1.0564175482153992,1.0563014928974088,1.0562324915252232,1.0562324462901989,1.056232514630605,1.0562324879063898
1.0457194145552255,1.045667040042576,1.0456015895905713,1.0455360178227844,1.0454705057617646,1.045404998555641,1.0453393871997307,1.0452737890595758,1.0452081179464583,1.0451689929797574,1.04516896928403,1.0451689855351949,1.0451689656896037
1.0479034042593964,1.0478423885173793,1.0477659927286578,1.0476896036637886,1.0476131689144845,1.0475367837340437,1.0474603261084368,1.0473838373089903,1.0473073233443981,1.0472617578421617,1.0472617356955816,1.0472617432509288,1.0472617669448763
